"DIN.PIN","Brand.Name","Manufacturer.Code","Dosage.Form","Strength","Effective.Date","End.Date","Active.Ingredients","Active.Ingredient.Class.and.Use","Other.Notes","conversion_factor"
"02439247","Act Amphetamine XR","ACV","er cap","10mg","2015-10-29","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02439255","Act Amphetamine XR","ACV","er cap","15mg","2015-10-29","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02439263","Act Amphetamine XR","ACV","er cap","20mg","2015-10-29","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02439271","Act Amphetamine XR","ACV","er cap","25mg","2015-10-29","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02439298","Act Amphetamine XR","ACV","er cap","30mg","2015-10-29","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02440369","PMS-Amphetamines XR","PMS","er cap","5mg","2017-03-28","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02440377","PMS-Amphetamines XR","PMS","er cap","10mg","2017-03-28","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02440385","PMS-Amphetamines XR","PMS","er cap","15mg","2017-03-28","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02440393","PMS-Amphetamines XR","PMS","er cap","20mg","2017-03-28","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02440407","PMS-Amphetamines XR","PMS","er cap","25mg","2017-03-28","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02440415","PMS-Amphetamines XR","PMS","er cap","30mg","2017-03-28","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
"02441934","Act Methylphenidate ER","ACV","sr tab","18mg","2018-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02441942","Act Methylphenidate ER","ACV","sr tab","27mg","2018-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02441950","Act Methylphenidate ER","ACV","sr tab","36mg","2018-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02441969","Act Methylphenidate ER","ACV","sr tab","54mg","2018-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02442027","Clonazepam","SIV","tab","0.25mg","2016-07-15","","clonazepam","bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia","",10
"02442035","Clonazepam","SIV","tab","0.5mg","2016-07-15","","clonazepam","bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia","",10
"02442043","Clonazepam","SIV","tab","1mg","2016-07-15","","clonazepam","bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia","",10
"02442051","Clonazepam","SIV","tab","2mg","2016-07-15","","clonazepam","bzd- acute treatment of panic diorder, epilepsy. some off label uses include: resless leg sundrome, acute mania, insomnia, tarive dyskinesia","",10
"02443236","Apo-Dextroamphetamine","APX","tab","5mg","2015-12-18","","dextroamphetamine sulfate","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02445492","Apo-Amphetamine XR","APX","er cap","5mg","2019-07-31","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02445506","Apo-Amphetamine XR","APX","er cap","10mg","2019-07-31","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02445514","Apo-Amphetamine XR","APX","er cap","15mg","2019-07-31","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02445522","Apo-Amphetamine XR","APX","er cap","20mg","2019-07-31","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02445530","Apo-Amphetamine XR","APX","er cap","25mg","2019-07-31","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02445549","Apo-Amphetamine XR","APX","er cap","30mg","2019-07-31","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02448319","Act Dextroamphetamine SR","ACV","sr cap","10mg","2018-04-30","","dextroamphetamine sulfate","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02448327","Act Dextroamphetamine SR","ACV","sr cap","15mg","2018-04-30","","dextroamphetamine sulfate","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02450429","Taro-Tramadol ER","TAR","er tab","100mg","2016-04-01","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02450437","Taro-Tramadol ER","TAR","er tab","200mg","2016-04-01","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02450445","Taro-Tramadol ER","TAR","er tab","300mg","2016-04-01","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02452731","Apo-Methylphenidate ER","APX","sr tab","18mg","2016-09-23","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02452758","Apo-Methylphenidate ER","APX","sr tab","27mg","2016-09-23","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02452766","Apo-Methylphenidate ER","APX","sr tab","36mg","2016-09-23","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02453703","Wampole-Acetaminophen/Codeine/Caffeine","JPC","tab","300mg & 8mg & 15mg","10/30/2017","","acetaminophen + caffeine + codeine phosphate","opioid- short term mild pain management","",0.15
"02453800","Bar-Morphine SR","BRD","sr tab","15mg","2016-07-15","","morphine sulfate","opioid- long term pain relief for moderate to severe pain","",1
"02453827","Bar-Morphine SR","BRD","sr tab","30mg","2016-07-15","","morphine sulfate","opioid- long term pain relief for moderate to severe pain","",1
"02453843","Bar-Morphine SR","BRD","sr tab","60mg","2016-07-15","","morphine sulfate","opioid- long term pain relief for moderate to severe pain","",1
"02453851","Bar-Morphine SR","BRD","sr tab","100mg","2016-07-15","","morphine sulfate","opioid- long term pain relief for moderate to severe pain","",1
"02453878","Bar-Morphine SR","BRD","sr tab","200mg","2016-07-15","","morphine sulfate","opioid- long term pain relief for moderate to severe pain","",1
"02453908","Act Buprenorphine/Naloxone","ACV","sl tab","2mg & 0.5mg","2018-01-31","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02453916","Act Buprenorphine/Naloxone","ACV","sl tab","8mg & 2mg","2018-01-31","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02457288","Sandoz Amphetamine XR","SDZ","er cap","5mg","2017-02-28","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02457296","Sandoz Amphetamine XR","SDZ","er cap","10mg","2017-02-28","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02457318","Sandoz Amphetamine XR","SDZ","er cap","15mg","2017-02-28","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02457326","Sandoz Amphetamine XR","SDZ","er cap","20mg","2017-02-28","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02457334","Sandoz Amphetamine XR","SDZ","er cap","25mg","2017-02-28","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02457342","Sandoz Amphetamine XR","SDZ","er cap","30mg","2017-02-28","","amphetamine salts","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02465221","Belbuca","PFP","soluble film foil pk.","75mcg","2018-04-09","","buprenorphine hydrochloride","opioid- long term pain relief for moderate to severe pain","",0.039
"02465248","Belbuca","PFP","soluble film foil pk.","150mcg","2018-04-13","","buprenorphine hydrochloride","opioid- long term pain relief for moderate to severe pain","",0.039
"02465256","Belbuca","PFP","soluble film foil pk.","300mcg","2018-04-13","","buprenorphine hydrochloride","opioid- long term pain relief for moderate to severe pain","",0.039
"02465264","Belbuca","PFP","soluble film foil pk.","450mcg","2018-04-13","","buprenorphine hydrochloride","opioid- long term pain relief for moderate to severe pain","",0.039
"02465272","Belbuca","PFP","soluble film foil pk.","600mcg","2018-04-13","","buprenorphine hydrochloride","opioid- long term pain relief for moderate to severe pain","",0.039
"02465280","Belbuca","PFP","soluble film foil pk.","750mcg","2018-04-13","","buprenorphine hydrochloride","opioid- long term pain relief for moderate to severe pain","",0.039
"02465299","Belbuca","PFP","soluble film foil pk.","900mcg","2018-04-13","","buprenorphine hydrochloride","opioid- long term pain relief for moderate to severe pain","",0.039
"02468085","Suboxone","IND","sl tab","12mg & 3mg","2018-05-11","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02468093","Suboxone","IND","sl tab","16mg & 4mg","2018-05-11","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02469650","NRA-Tramadol/ACET","NRA","tab","37.5mg & 325mg","2022-04-29","","tramadol hydrochloride + acetaminophen","opioid- short-term acute pain management (<5 days supply)","",1
"02470292","Foquest","PFP","cr cap","25mg","2018-01-26","","methylphenidate hydrochloride","stimulant- adhd medication","",NA
"02470306","Foquest","PFP","cr cap","35mg","2018-01-26","","methylphenidate hydrochloride","stimulant- adhd medication","",NA
"02470314","Foquest","PFP","cr cap","45mg","2018-01-26","","methylphenidate hydrochloride","stimulant- adhd medication","",NA
"02470322","Foquest","PFP","cr cap","55mg","2018-01-26","","methylphenidate hydrochloride","stimulant- adhd medication","",NA
"02470330","Foquest","PFP","cr cap","70mg","2018-01-26","","methylphenidate hydrochloride","stimulant- adhd medication","",NA
"02470349","Foquest","PFP","cr cap","85mg","2018-01-26","","methylphenidate hydrochloride","stimulant- adhd medication","",NA
"02470357","Foquest","PFP","cr cap","100mg","2018-01-26","","methylphenidate hydrochloride","stimulant- adhd medication","",NA
"02476614","Apo-HYDROmorphone CR","APX","cr cap","3mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02476622","Apo-HYDROmorphone CR","APX","cr cap","4.5mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02476630","Apo-HYDROmorphone CR","APX","cr cap","6mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02476649","Apo-HYDROmorphone CR","APX","cr cap","9mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02476657","Apo-HYDROmorphone CR","APX","cr cap","12mg","2018-12-21","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02476665","Apo-HYDROmorphone CR","APX","cr cap","18mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02476673","Apo-HYDROmorphone CR","APX","cr cap","24mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02476681","Apo-HYDROmorphone CR","APX","cr cap","30mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02478889","Sandoz Morphine SR","SDZ","sr tab","100mg","2019-02-28","","morphine sulfate","opioid- long term pain relief for moderate to severe pain","",1
"02478897","Sandoz Morphine SR","SDZ","sr tab","200mg","2019-02-28","","morphine sulfate","opioid- long term pain relief for moderate to severe pain","",1
"02479672","Auro-Tramadol","AUR","tab","50mg","2019-06-28","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02480859","Mar-Tramadol","MAR","tab","50mg","2019-09-30","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02490226","Vyvanse","SHI","tab (chewable)","10mg","2019-09-13","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02490234","Vyvanse","SHI","tab (chewable)","20mg","2019-09-13","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02490242","Vyvanse","SHI","tab (chewable)","30mg","2019-09-13","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02490250","Vyvanse","SHI","tab (chewable)","40mg","2019-09-13","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02490269","Vyvanse","SHI","tab (chewable)","50mg","2019-09-13","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02490277","Vyvanse","SHI","tab (chewable)","60mg","2019-09-13","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02493764","Sandoz Tramadol","SDZ","tab","50mg","2021-02-12","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02495783","Jamp Methadone Oral Concentrate","JPC","oral concentrate (unflavoured)","10mg/mL","2022-08-31","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"02495872","Odan-Methadone","ODN","oral concentrate (cherry flavour)","10mg/mL","2020-08-14","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"02495880","Odan-Methadone","ODN","oral concentrate (unflavoured)","10mg/mL","2020-08-14","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"02502313","Suboxone","IND","soluble film","2mg & 0.5mg","2021-07-16","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",0.039
"02502321","Suboxone","IND","soluble film","4mg & 1mg","2021-07-16","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",0.039
"02502348","Suboxone","IND","soluble film","8mg & 2mg","2021-07-16","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",0.039
"02502356","Suboxone","IND","soluble film","12mg & 3mg","2021-05-31","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",0.039
"02507005","Jamp Tramadol","JPC","tab","50mg","2021-05-31","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02518759","Jamp Tramadol HCl","JPC","tab","50mg","2023-03-31","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02519070","Diastat","BHC","rect gel","10mg/2mL","2024-06-07","","diazepam","bzd- management of selected, refractory, patients with epilepsy, stable regimens of aed","To be administered by caregivers",NA
"02533340","Taro-Lisdexamfetamine Chewable Tablets","TAR","chew tab","10mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02533359","Taro-Lisdexamfetamine Chewable Tablets","TAR","chew tab","20mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02533367","Taro-Lisdexamfetamine Chewable Tablets","TAR","chew tab","30mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02533375","Taro-Lisdexamfetamine Chewable Tablets","TAR","chew tab","40mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02533383","Taro-Lisdexamfetamine Chewable Tablets","TAR","chew tab","50mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02533391","Taro-Lisdexamfetamine Chewable Tablets","TAR","chew tab","60mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02533642","Apo-Methadone","APX","tab","1mg","2024-04-30","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"02533650","Apo-Methadone","APX","tab","5mg","2024-04-30","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"02533669","Apo-Methadone","APX","tab","10mg","2024-04-30","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"02533677","Apo-Methadone","APX","tab","25mg","2024-04-30","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"02536943","PMS-Methylphenidate CR","PMS","er cap","10mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02536951","PMS-Methylphenidate CR","PMS","er cap","15mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02536978","PMS-Methylphenidate CR","PMS","er cap","20mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02536986","PMS-Methylphenidate CR","PMS","er cap","30mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02536994","PMS-Methylphenidate CR","PMS","er cap","40mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02537001","PMS-Methylphenidate CR","PMS","er cap","50mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02537028","PMS-Methylphenidate CR","PMS","er cap","60mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02537036","PMS-Methylphenidate CR","PMS","er cap","80mg","2023-12-29","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02541602","Quillivant ER Chewable Tablets","KYE","er tab chewable","20mg","2024-08-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02541610","Quillivant ER Chewable Tablets","KYE","er tab chewable","30mg","2024-08-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02541629","Quillivant ER Chewable Tablets","KYE","er tab chewable","40mg","2024-08-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02541637","Quillivant ER Oral Suspension","KYE","er pd for sol","5mg/mL","2024-08-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02545861","Teva-Lisdexamfetamine","TEV","cap","10mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02545888","Teva-Lisdexamfetamine","TEV","cap","20mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02545896","Teva-Lisdexamfetamine","TEV","cap","30mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02545918","Teva-Lisdexamfetamine","TEV","cap","40mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02545926","Teva-Lisdexamfetamine","TEV","cap","50mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02545934","Teva-Lisdexamfetamine","TEV","cap","60mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02545942","Teva-Lisdexamfetamine","TEV","cap","70mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546248","Sandoz Lisdexamfetamine Capsules","SDZ","cap","10mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546256","Sandoz Lisdexamfetamine Capsules","SDZ","cap","20mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546264","Sandoz Lisdexamfetamine Capsules","SDZ","cap","30mg","2024-10-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546272","Sandoz Lisdexamfetamine Capsules","SDZ","cap","40mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546280","Sandoz Lisdexamfetamine Capsules","SDZ","cap","50mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546299","Sandoz Lisdexamfetamine Capsules","SDZ","cap","60mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546302","Sandoz Lisdexamfetamine Capsules","SDZ","cap","70mg","2024-07-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546647","Apo-Lisdexamfetamine Capsules","APX","cap","10mg","2025-03-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546655","Apo-Lisdexamfetamine Capsules","APX","cap","20mg","2025-03-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546663","Apo-Lisdexamfetamine Capsules","APX","cap","30mg","2025-03-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546671","Apo-Lisdexamfetamine Capsules","APX","cap","40mg","2025-03-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546698","Apo-Lisdexamfetamine Capsules","APX","cap","50mg","2025-03-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546701","Apo-Lisdexamfetamine Capsules","APX","cap","60mg","2025-03-31","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02546728","Apo-Lisdexamfetamine Capsules","APX","cap","70mg","2024-08-30","","liisdexamfetamine","stimulant- adhd medication and binge eating disorder","",NA
"02549794","PMS-Morphine Sulfate","PMS","tab","5mg","2024-09-27","","morphine sulfate","","",NA
"02549808","PMS-Morphine Sulfate","PMS","tab","10mg","2024-09-27","","morphine sulfate","","",NA
"02554615","Apo-Butalbital-Acetylsalicylic Acid-Caffeine-Codeine-C 1/4","APX","cap","50mg & 330mg & 40mg & 15mg","2025-03-31","","butalbital + asa+ caffeine+codeine","opioid- long term pain relief for moderate to severe pain","",0.15
"02554623","Apo-Butalbital-Acetylsalicylic Acid-Caffeine-Codeine-C 1/2","APX","cap","50mg & 330mg & 40mg & 30mg","2025-03-31","","butalbital + asa+ caffeine+codeine","opioid- long term pain relief for moderate to severe pain","",0.15
"09850619","Methadone","XXX","o/l","","2012-04-16","","methadone hydrochloride","opioid-  opioid use disorder","",4.7
"09851348","Dilaudid in Normal Saline","ABB","o/l 500ml","50mg/mL","2012-04-16","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","Not for perscriptions in opioid-naïve patients",5
"09853340","Diastat","VAL","rect gel-2x10mg pk","5mg/mL","2012-06-01","","diazepam","bzd- management of selected, refractory, patients with epilepsy, stable regimens of aed","To be administered by caregivers",NA
"09853430","Diastat","VAL","rect gel-2x15mg pk","5mg/mL","2012-06-01","","diazepam","bzd- management of selected, refractory, patients with epilepsy, stable regimens of aed","To be administered by caregivers",NA
"09857217","Metadol","PMS","tab","1mg","2012-04-16","","methadone hydrochloride","opioid- long term pain relief for moderate to severe pain","",4.7
"09857218","Metadol","PMS","tab","5mg","2012-04-16","","methadone hydrochloride","opioid- long term pain relief for moderate to severe pain","",4.7
"09857219","Metadol","PMS","tab","10mg","2012-04-16","","methadone hydrochloride","opioid- long term pain relief for moderate to severe pain","",4.7
"09857220","Metadol","PMS","tab","25mg","2012-04-16","","methadone hydrochloride","opioid- long term pain relief for moderate to severe pain","",4.7
"09857221","Metadol","PMS","o/l","1mg/mL","2012-04-16","","methadone hydrochloride","opioid- long term pain relief for moderate to severe pain","",4.7
"09857223","Metadol","PMS","o/l","10mg/mL","2012-04-16","","methadone hydrochloride","opioid- long term pain relief for moderate to severe pain","",4.7
"09857232","Supeudol","SDZ","tab","5mg","2012-04-16","","oxycodone hydrochloride","opioid- long term pain relief (high overodse risk)","",1.5
"09857233","Supeudol","SDZ","tab","10mg","2012-04-16","","oxycodone hydrochloride","opioid- long term pain relief (high overodse risk)","",1.5
"09857234","Supeudol","SDZ","tab","20mg","2012-04-16","","oxycodone hydrochloride","opioid- long term pain relief (high overodse risk)","",1.5
"09857241","Oxy.IR","PFP","tab","10mg","2012-04-16","","oxycodone hydrochloride","opioid- mild to severe pain, fever, and inflammation","",1.5
"09857242","Oxy.IR","PFP","tab","20mg","2012-04-16","","oxycodone hydrochloride","opioid- mild to severe pain, fever, and inflammation","",1.5
"09857243","Oxy.IR","PFP","tab","5mg","2012-04-16","","oxycodone hydrochloride","opioid- mild to severe pain, fever, and inflammation","",1.5
"09857318","PMS-Oxycodone","PMS","tab","5mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857319","PMS-Oxycodone","PMS","tab","10mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857321","PMS-Oxycodone","PMS","tab","20mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857408","OxyNEO","PFP","cr tab","10mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857409","OxyNEO","PFP","cr tab","15mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857410","OxyNEO","PFP","cr tab","20mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857411","OxyNEO","PFP","cr tab","30mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857412","OxyNEO","PFP","cr tab","40mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857413","OxyNEO","PFP","cr tab","80mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"09857539","Subutex","IND","sl tab","2mg","2016-02-12","","buprenorphine","opioid- treatment of use disorder","",38.8
"09857571","MS Contin","PFP","sr tab","200mg","2017-01-31","","morphine sulfate","opioid- long term pain relief for severe pain","",1
"09857572","Novo-Morphine SR","NOP","sr tab","200mg","2017-01-31","","morphine sulfate","opioid- long term pain relief for severe pain","",1
"09857573","M-Eslon","ETH","er cap","200mg","2017-01-31","","morphine sulfate","opioid- long term pain relief for severe pain","",1
"09857574","Hydromorph Contin","PFP","cr cap","24mg","2017-01-31","","hydromorphone hydrochloride","opioid-long-term releif of severe/ cancer pain","",5
"09857576","Hydromorph Contin","PFP","cr cap","30mg","2017-01-31","","hydromorphone hydrochloride","opioid-long-term releif of severe/ cancer pain","",5
"09857600","Apo-HYDROmorphone CR","APX","cr cap","24mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for severe pain","",5
"09857601","Apo-HYDROmorphone CR","APX","cr cap","30mg","2018-11-29","","hydromorphone hydrochloride","opioid- long term pain relief for severe pain","",5
"09857617","Sandoz Morphine SR","SDZ","sr tab","200mg","2019-02-28","","morphine sulfate","opioid- long term pain relief for severe pain","",1
"09857653","Doloral 1","LAA","o/l","1mg/mL","2021-03-29","","morphine hydrochloride","opioid- long term pain relief for severe pain","",1
"09857654","Doloral 5","LAA","o/l","5mg/mL","2021-03-29","","morphine hydrochloride","opioid- long term pain relief for severe pain","",1
"09858328","Apo-Methadone","APX","tab","1mg","2024-04-30","","methadone hydrochloride","opioid- treatment of severe and chronic pain and sometimes substace use disorder","",4.7
"09858329","Apo-Methadone","APX","tab","5mg","2024-04-30","","methadone hydrochloride","opioid- treatment of severe and chronic pain and sometimes substace use disorder","",4.7
"09858330","Apo-Methadone","APX","tab","10mg","2024-04-30","","methadone hydrochloride","opioid- treatment of severe and chronic pain and sometimes substace use disorder","",4.7
"09858331","Apo-Methadone","APX","tab","25mg","2024-04-30","","methadone hydrochloride","opioid- treatment of severe and chronic pain and sometimes substace use disorder","",4.7
