"DIN.PIN","Brand.Name","Manufacturer.Code","Dosage.Form","Strength","Effective.Date","End.Date","Active.Ingredients","Active.Ingredient.Class.and.Use","Other.Notes","conversion_factor"
5606,"Ritalin","NOV","Tab","10mg","2012-04-16","2022-07-11","Methylphenidate","Stimulant- ADHD and narcolepsy","",NA
5614,"Ritalin","NOV","Tab","20mg","2012-04-16","","Methylphenidate","Stimulant- ADHD and narcolepsy","",NA
12696,"Dalmane","VAL","Cap","15mg","2012-04-16","","Flurazepam","BZD- insomnia ","",NA
12718,"Dalmane","VAL","Cap","30mg","2012-04-16","","Flurazepam","BZD- insomnia ","",NA
13285,"Valium","HLR","Tab","5mg","2012-04-16","","Diazepam","BZD","",NA
36323,"Lomotil","PFI","Tab","2.5mg & 0.025mg","2012-04-16","","Diphenoxylate hydrochloride + Atropine sulfate","Opioid","",NA
50024,"Codeine Phosphate Sirop De","LAA","O/L","143mg","2012-04-16","","Codeine phosphate","Opioid","",NA
68594,"CoActifed","BWE","O/L","2mg/5mL & 30mg/5mL & 10 mg/5mL","2012-04-16","","Codeine phosphate + Triprolidine hydrochloride + Pseudoephedrine hydrochloride","Opioid/ stimulant","",NA
68608,"Coactifed","GSK","Tab","20mg","2012-04-16","","Codeine phosphate + Triprolidine hydrochloride + Pseudoephedrine hydrochloride","Opioid/ stimulant","",NA
68756,"Coactifed","GSK","O/L","100mg","2012-04-16","","Codeine phosphate + Triprolidine hydrochloride + Pseudoephedrine hydrochloride","Opioid/ stimulant","",NA
95494,"AC+C","DCL","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
108162,"222","FRS","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
115630,"Librax","HLR","Cap","5mg & 2.5mg","2012-04-16","","Chlordiazepoxide hydrochloride + Clidinium bromide","BZD","",NA
125083,"Dilaudid","PFP","Tab","2mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
125121,"Dilaudid","PFP","Tab","4mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
176192,"Fiorinal C1/4","NOV","Cap","330mg & 50mg & 40mg & 15mg","2012-04-16","","Butalbital + Acetylsalicylic acid + Caffeine + Codeine phosphate","Opioid/ Barbituate","",NA
176206,"Fiorinal C1/2","NOV","Cap","330mg & 50mg & 40mg & 30mg","2012-04-16","","Butalbital + Acetylsalicylic acid + Caffeine + Codeine phosphate","Opioid/ Barbituate","",NA
180041,"AC+C 8MG","VIP","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
272434,"Novo-Dipam","NOP","Tab","2mg","2012-11-29","","Diazepam","BZD","",NA
272442,"Novo-Dipam","NOP","Tab","5mg","2012-11-29","","Diazepam","BZD","",NA
272450,"Novo-Dipam","NOP","Tab","10mg","2012-11-29","","Diazepam","BZD","",NA
293490,"ATASOL-8","HOR","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
293504,"Atasol-15","HOR","Tab","300mg & 15mg & 15mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
293512,"Atasol-30","HOR","Tab","300mg & 15mg & 30mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
313580,"Diazepam 5 Tab","PRD","Tab","5mg","2012-04-16","","Diazepam","BZD","",NA
362158,"Apo-Diazepam","APX","Tab","5mg","2012-04-16","","Diazepam","BZD","",NA
380571,"Linctus Codeine Blanc","LAA","O/L","0.2%","2012-04-16","","Codeine phosphate","Opioid","",NA
382825,"Rivotril","HLR","Tab","0.5mg","2012-04-16","","Clonazepam","BZD","",NA
382841,"Rivotril","HLR","Tab","2mg","2012-04-16","","Clonazepam","BZD","",NA
392472,"Supeudol","SIL","Sup","20mg","2012-04-16","","Oxycodone hydrochloride","Opioid","",NA
392480,"Supeudol","SIL","Sup","10mg","2012-04-16","","Oxycodone hydrochloride","Opioid","",NA
402680,"Apo-Oxazepam","APX","Tab","10mg","2012-04-16","","Oxazepam","BZD","",NA
402737,"Apo-Oxazepam","APX","Tab","30mg","2012-04-16","","Oxazepam","BZD","",NA
402745,"Apo-Oxazepam","APX","Tab","15mg","2012-04-16","","Oxazepam","BZD","",NA
405329,"Apo-Diazepam","APX","Tab","2mg","2012-04-16","","Diazepam","BZD","",NA
405337,"Apo-Diazepam","APX","Tab","10mg","2012-04-16","","Diazepam","BZD","",NA
414220,"Som Pam","VAL","Cap","15mg","2012-04-16","","Oxazepam","BZD","",NA
414239,"Som Pam","VAL","Cap","30mg","2012-04-16","","Oxazepam","BZD","",NA
414247,"Oxpam","VAL","Tab","10mg","2012-04-16","","Oxazepam","BZD","",NA
414255,"Oxpam","VAL","Tab","15mg","2012-04-16","","Oxazepam","BZD","",NA
414263,"Oxpam","VAL","Tab","30mg","2012-04-16","","Oxazepam","BZD","",NA
426865,"NOVO AC+C 8MG","NOP","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
434388,"Diazepam 10Tab 10mg","PRD","Tab","10mg","2012-04-16","","Diazepam","BZD","",NA
434396,"Diazepam 2Tab 2mg","PRD","Tab","2mg","2012-04-16","","Diazepam","BZD","",NA
443948,"Supeudol","SDZ","Tab","10mg","2012-04-16","","Oxycodone hydrochloride","Opioid","",NA
472549,"Vasofrinic Dh","LAT","O/L","30mg","2012-04-16","","Dihydrocodeine","Opioid","",NA
486582,"M.O.S.","VAL","O/L","1mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
496529,"Novoxapam","NOP","Tab","15mg","2012-11-29","","Oxazepam","BZD","",NA
496537,"Novoxapam","NOP","Tab","30mg","2012-11-29","","Oxazepam","BZD","",NA
497282,"Codeine","ABB","Inj","30mg/mL","2012-04-16","","Codeine phosphate","Opioid","",NA
497290,"Codeine Phosphate","ABB","Inj-1mL Pk","60mg/mL","2012-04-16","","Codeine phosphate","Opioid","",NA
497436,"Meperidine HCL Injection 10mg/mL","HOS","Inj Sol","10mg","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
497444,"Meperidine HCL Injection 25mg/mL","HOS","Inj Sol","25mg","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
497452,"Meperidine HCL Injection 50mg/mL","HOS","Inj Sol","50mg","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
497460,"Meperidine HCL Injection 75mg/mL","HOS","Inj Sol","75mg","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
497479,"Meperidine HCL Injection 100mg/mL","HOS","Inj Sol","100mg","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
497754,"Oxazepam 10 Tab 10mg","PRD","Tab","10mg","2012-04-16","","Oxazepam","BZD","",NA
497762,"Oxazepam 15 Tab 15mg","PRD","Tab","15mg","2012-04-16","","Oxazepam","BZD","",NA
497770,"Oxazepam 30 Tab 30mg","PRD","Tab","30mg","2012-04-16","","Oxazepam","BZD","",NA
500852,"Novoxapam","NOP","Tab","10mg","2012-11-29","","Oxazepam","BZD","",NA
507407,"Dalmacol","LAA","O/L","3.33mg","2012-04-16","","Dihydrocodeine","Opioid","",NA
511528,"Mogadon","VAL","Tab","5mg","2012-04-16","","Nitrazepam","BZD","",NA
511536,"Mogadon","VAL","Tab","10mg","2012-04-16","","Nitrazepam","BZD","",NA
514217,"M.O.S.","VAL","O/L","5mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
518123,"Lectopam","HLR","Tab","3mg","2012-04-16","","Bromazepam","BZD","",NA
518131,"Lectopam","HLR","Tab","6mg","2012-04-16","","Bromazepam","BZD","",NA
521698,"Apo-Flurazepam","APX","Cap","15mg","2012-04-16","","Flurazepam","BZD","",NA
521701,"Apo-Flurazepam","APX","Cap","30mg","2012-04-16","","Flurazepam","BZD","",NA
522724,"Chlordiazepoxide","AAP","Cap","5mg","2012-04-16","","Chlordiazepoxide","BZD","",NA
522988,"Chlordiazepoxide","AAP","Cap","10mg","2012-04-16","","Chlordiazepoxide","BZD","",NA
522996,"Chlordiazepoxide","AAP","Cap","25mg","2012-04-16","","Chlordiazepoxide","BZD","",NA
535230,"CALMYLIN","TCH","","","2012-04-16","","Codeine phosphate + Triprolidine hydrochloride + Pseudoephedrine hydrochloride","Opioid","",NA
544884,"Codeine Phosphate Injection USP","SDZ","Inj Sol","30mg","2012-04-16","","Codeine phosphate","Opioid","",NA
548359,"Xanax","PFI","Tab","0.25mg","2012-04-16","","Alprazolam","BZD","",NA
548367,"Xanax","PFI","Tab","0.5mg","2012-04-16","","Alprazolam","BZD","",NA
550477,"Ratio-Calmydone","RPH","O/L","3.33mg","2012-04-16","","Codeine phosphate + Triprolidine hydrochloride + Pseudoephedrine hydrochloride","Opioid","",NA
568392,"Riva Oxazepam","RIA","Tab","10mg","2012-04-16","","Oxazepam","BZD","",NA
568406,"Riva Oxazepam","RIA","Tab","15mg","2012-04-16","","Oxazepam","BZD","",NA
568414,"Riva Oxazepam","RIA","Tab","30mg","2012-04-16","","Oxazepam","BZD","",NA
578479,"Flurazepam 15","PRD","Cap","15mg","2012-04-16","","Flurazepam","BZD","",NA
578487,"Flurazepam 30","PRD","Cap","30mg","2012-04-16","","Flurazepam","BZD","",NA
584991,"PMS-Methylphenidate","PMS","Tab","10mg","2012-04-16","","Methylphenidate","Stimulant","",NA
585009,"PMS-Methylphenidate","PMS","Tab","20mg","2012-04-16","","Methylphenidate","Stimulant","",NA
589470,"AC+C 1/8GR","PMS","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
589489,"ACETAMINOPHEN WITH CODEINE","PMS","Tab","8mg","2012-04-16","","Codeine phosphate","Opioid","",NA
591467,"Statex","PAL","O/L","1mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
591475,"Statex","PAL","O/L","5mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
593168,"Sirop Cocillana Codeine","LAA","O/L","0.566mg","2012-04-16","","Codeine phosphate","Opioid","",NA
593435,"Ratio-Codeine","RPH","Tab","15mg","2012-04-16","","Codeine phosphate","Opioid","",NA
593451,"Ratio-Codeine","RPH","Tab","30mg","2012-04-16","","Codeine phosphate","Opioid","",NA
594636,"Statex","PAL","Tab","25mg","2012-04-16","","Morphine sulfate","Opioid","",NA
594644,"Statex","PAL","Tab","10mg","2012-04-16","","Morphine sulfate","Opioid","",NA
594652,"Statex","PAL","Tab","5mg","2012-04-16","","Morphine sulfate","Opioid","",NA
596965,"Statex Suppositories 20mg","PAL","Rect Sup","20mg","2012-04-16","","Morphine sulfate","Opioid","",NA
604453,"Restoril","ORY","Cap","15mg","2012-04-16","","Temazepam","BZD","",NA
604461,"Restoril","ORY","Cap","30mg","2012-04-16","","Temazepam","BZD","",NA
607762,"Ratio-Morphine","RPH","O/L","1mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
607770,"Ratio-Morphine","RPH","O/L","5mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
608157,"Ratio-Oxycodan","RPH","Tab","5mg & 325mg","2012-04-16","","Oxycodone hydrochloride","Opioid","",NA
608165,"Ratio-Oxycocet","RPH","Tab","5mg & 325mg","2012-04-16","","Oxycodone hydrochloride + Acetaminophen","Opioid","",NA
608181,"Ratio-Tecnal C1/2","RPH","Cap","330mg & 50mg & 40mg & 30mg","2012-04-16","","Butalbital + Acetylsalicylic acid + Caffeine + Codeine phosphate","Opioid/ Barbituate","",NA
608203,"Ratio-Tecnal C1/4","RPH","Cap","330mg & 50mg & 40mg & 15mg","2012-04-16","","Butalbital + Acetylsalicylic acid + Caffeine + Codeine phosphate","Opioid/ Barbituate","",NA
608211,"Ratio-Tecnal","RPH","Tab","50mg","2012-04-16","","Butalbital + Acetylsalicylic acid + Caffeine","Opioid/ Barbituate","",NA
608238,"Ratio-Tecnal","RPH","Cap","330mg & 50mg & 40mg","2012-04-16","","Butalbital + Acetylsalicylic acid + Caffeine","Opioid/ Barbituate","",NA
608882,"Ratio-Emtec","RPH","Tab","300mg & 30mg","2012-04-16","","Acetaminophen + Codeine phosphate","Opioid","",NA
614491,"Doloral 1","LAA","O/L","1mg","2012-04-16","","Morphine sulfate","Opioid","",NA
614505,"Doloral 5 Sirop 5mg/mL","LAA","O/L","5mg","2012-04-16","","Morphine sulfate","Opioid","",NA
615528,"NOVOGESIC-C8","NOP","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
617059,"ACETAMINOPHEN 500MG COMP TAB/CODEINE","RPR","Tab","8mg","2012-04-16","","Codeine phosphate","Opioid","",NA
617288,"Morphine HP-50","SDZ","Inj Sol-1mL Pk","50mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
618454,"Apo-Chlorax Cap","APX","Cap","2.5mg","2012-04-16","","Chlordiazepoxide","BZD","",NA
621463,"Ratio-Lenoltec No.4","RPH","Tab","300mg & 60mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
621935,"Statex","PAL","Oral Drops","20mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
622133,"Dilaudid-HP","PFP","Inj Sol-1mL Pk","10mg/mL","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
624268,"M.O.S.","ICN","Sup","10mg","2012-11-29","","Morphine sulfate","Opioid","",NA
624276,"M.O.S.","ICN","Sup","20mg","2012-11-29","","Morphine sulfate","Opioid","",NA
627100,"Dilaudid","PFP","Inj Sol-1mL Pk","2mg/mL","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
628190,"Novo-Clopate","NOP","Cap","3.75mg","2012-11-29","","Clorazepate dipotassium","BZD","",NA
628204,"Novo-Clopate","NOP","Cap","7.5mg","2012-11-29","","Clorazepate dipotassium","BZD","",NA
628212,"Novo-Clopate","NOP","Cap","15mg","2012-11-29","","Clorazepate dipotassium","BZD","",NA
632201,"Statex","PMS","Sup","10mg","2012-04-16","","Morphine sulfate","Opioid","",NA
632228,"Statex Suppositories 5mg","PAL","Rect Sup","5mg","2012-04-16","","Morphine sulfate","Opioid","",NA
632481,"M.O.S.","VAL","O/L","20mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
632503,"M.O.S.","VAL","O/L","10mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
632775,"Ritalin SR","NOV","ER Tab","20mg","2012-04-16","","Methylphenidate","Stimulant","",NA
636223,"Pro Chlorax","PRD","Cap","2.5mg","2012-04-16","","Chlordiazepoxide","BZD","",NA
636681,"M.O.S.","ICN","Sup","30mg","2012-11-29","","Morphine sulfate","Opioid","",NA
636908,"Morphine Sulfate Injection 1mg/mL","HOS","Inj Sol","1mg","2012-04-16","","Morphine sulfate","Opioid","",NA
637742,"Novo-Lorazem","NOP","Tab","1mg","2012-04-16","","Lorazepam","BZD","",NA
637750,"Novo-Lorazem","NOP","Tab","2mg","2012-04-16","","Lorazepam","BZD","",NA
639389,"Statex Suppositories 30mg","PAL","Rect Sup","30mg","2012-04-16","","Morphine sulfate","Opioid","",NA
640409,"Meperidine Hydrochloride Inj 10mg/mL","HOS","Inj Sol","10mg","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
647217,"Statex Syrup 10mg/mL","PAL","O/L","10mg","2012-04-16","","Morphine sulfate","Opioid","",NA
649619,"Morphine Sulfate Injection 5mg/mL USP","HOS","Inj Sol","5mg","2012-04-16","","Morphine sulfate","Opioid","",NA
653233,"LENOLTEC NO.1","TCH","Tab","8mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
653241,"Ratio-Lenoltec No.2","RPH","Tab","300mg & 15mg & 15mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
653276,"Ratio-Lenoltec No.3","RPH","Tab","300mg & 15mg & 30mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
655643,"Pro-Lorazepam Tab 0.5mg","PRD","Tab","0.5mg","2012-04-16","","Lorazepam","BZD","",NA
655651,"Pro-Lorazepam Tab 1.0mg","PRD","Tab","1mg","2012-04-16","","Lorazepam","BZD","",NA
655678,"Pro-Lorazepam Tab 2mg","PRD","Tab","2mg","2012-04-16","","Lorazepam","BZD","",NA
655740,"Apo-Lorazepam","APX","Tab","0.5mg","2012-04-16","","Lorazepam","BZD","",NA
655759,"Apo-Lorazepam","APX","Tab","1mg","2012-04-16","","Lorazepam","BZD","",NA
655767,"Apo-Lorazepam","APX","Tab","2mg","2012-04-16","","Lorazepam","BZD","",NA
667102,"PMS-Flurazepam Cap 15mg","PMS","Cap","15mg","2012-04-16","","Flurazepam","BZD","",NA
675962,"Statex","PAL","Tab","50mg","2012-04-16","","Morphine sulfate","Opioid","",NA
676411,"MORPHINE HP","SIL","INJ AMP","25MG/ML","2012-04-16","","Morphine sulfate","Opioid","",NA
687200,"Novo-Gesic C-15","NOP","Tab","300mg & 15mg & 15mg","2012-11-29","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
687219,"Novo-Gesic C-30","NOP","Tab","300mg & 15mg & 30mg","2012-11-29","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
690074,"PHARMASAVE COUGH SYRUP","TCH","","","2012-04-16","","Codeine phosphate","Opioid","",NA
690198,"M.O.S.-10","VAL","Tab","10mg","2012-04-16","","Morphine sulfate","Opioid","",NA
690201,"M.O.S.-20","VAL","Tab","20mg","2012-04-16","","Morphine sulfate","Opioid","",NA
690228,"M.O.S.-40","VAL","Tab","40mg","2012-11-29","","Morphine sulfate","Opioid","",NA
690236,"M.O.S. Conc 50","VAL","O/L","50mg/mL","2012-11-29","","Morphine sulfate","Opioid","",NA
690244,"M.O.S.-60","VAL","Tab","60mg","2012-04-16","","Morphine sulfate","Opioid","",NA
690783,"Ratio-Morphine","RPH","O/L","10mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
690791,"Ratio-Morphine","RPH","O/L","20mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
694827,"Ratio-Coristex-Dh","RPH","O/L","20mg","2012-04-16","","Dihydrocodeine + Triprolidine hydrochloride + Pseudoephedrine hydrochloride","Opioid","",NA
705438,"Dilaudid","PFP","Tab","1mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
705799,"Statex Dps 50mg/mL","PAL","Oral Sol","50mg","2012-04-16","","Morphine sulfate","Opioid","",NA
706221,"ACETAMINOPHEN WITH CAFFEINE AND CODEINE","VIP","Tab","8mg","2012-04-16","","Codeine phosphate","Opioid","",NA
706515,"Acet 2","PMS","Tab","15mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
706523,"Acet 3","PMS","Tab","30mg","2012-04-16","","Acetaminophen + Codeine phosphate + Caffeine","Opioid","",NA
708712,"ACETAMINOPHEN EXTRA STR/CAFFEINE/CODEINE","WTR","Tab","8mg","2012-04-16","","Codeine phosphate","Opioid","",NA
725749,"Meperidine","SIL","Inj Sol-1mL Pk","100mg/mL","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
725757,"Meperidine","SDZ","Inj Sol-1mL Pk","75mg/mL","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
725765,"Meperidine","SDZ","Inj-1mL Pk","50mg/mL","2012-04-16","","Meperidine hydrochloride","Opioid","",NA
711101,"Novo-Lorazem","NOP","Tab","0.5mg","2012-04-16","","Lorazepam","BZD","",NA
723770,"Xanax","PFI","Tab","1mg","2012-04-16","","Alprazolam","BZD","",NA
726362,"PMS-Oxazepam Tab 10mg","PMS","Tab","10mg","2012-04-16","","Oxazepam","BZD","",NA
726370,"PMS-Oxazepam Tab 15mg","PMS","Tab","15mg","2012-04-16","","Oxazepam","BZD","",NA
726389,"PMS-Oxazepam Tab 30mg","PMS","Tab","30mg","2012-04-16","","Oxazepam","BZD","",NA
728187,"PMS-Lorazepam","PMS","Tab","0.5mg","2012-04-16","","Lorazepam","BZD","",NA
728195,"PMS-Lorazepam","PMS","Tab","1mg","2012-04-16","","Lorazepam","BZD","",NA
728209,"PMS-Lorazepam","PMS","Tab","2mg","2012-04-16","","Lorazepam","BZD","",NA
776181,"M.O.S.","VAL","SR Tab","30mg","2012-04-16","","Morphine sulfate","Opioid","",NA
776203,"M.O.S.","VAL","SR Tab","60mg","2012-04-16","","Morphine sulfate","Opioid","",NA
779458,"Codeine","ROG","Tab","15mg","2012-04-16","","Codeine phosphate","Opioid","",NA
779474,"Ratio-Codeine","RPH","O/L","5mg/mL","2012-04-16","","Codeine phosphate","Opioid","",NA
786535,"Dilaudid","PFP","Oral Sol","1mg/mL","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
786543,"Dilaudid","PFP","Tab","8mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
789739,"Supeudol","SDZ","Tab","5mg","2012-04-16","","Oxycodone hydrochloride","Opioid","",NA
789828,"Triatec-30 Tab","LAT","Tab","30mg","2012-04-16","","Codeine phosphate","Opioid","",NA
808563,"Triazolam","AAP","Tab","0.125mg","2012-04-16","","Triazolam","BZD","",NA
808571,"Triazolam","AAP","Tab","0.25mg","2012-04-16","","Triazolam","BZD","",NA
813958,"Xanax TS","PFI","Tab","2mg","2012-04-16","","Alprazolam","BZD","",NA
815349,"PMS-Opium & Belladonna","PMS","Sup","65mg/15mg","2012-04-16","","Opium (morphine) + Belladonna alkaloids (e.g., atropine, scopolamine)","Opioid","",NA
816027,"PMS-Acetaminophen With Codeine","PMS","O/L","160mg & 8mg/5mL","2012-04-16","","Codeine phosphate","Opioid","",NA
834319,"ACETAZONE FORTE C8","TCH","","","2012-04-16","","Acetylsalicylic acid + Codeine phosphate + Caffeine","Opioid","",NA
850314,"Morphine Sulfate USP","ABB","Inj Sol-1mL Pk","2mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
850322,"Morphine Sulfate","ABB","Inj Sol-1mL Amp","10mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
850330,"Morphine Sulfate Injection USP","HOS","Inj Sol Amp","15mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
852163,"Triatec-8 Tab","LAT","Tab","8mg","2012-04-16","","Codeine phosphate","Opioid","",NA
860689,"Clorazepate","AAP","Cap","3.75mg","2012-04-16","","Clorazepate dipotassium","BZD","",NA
860697,"Clorazepate","AAP","Cap","15mg","2012-04-16","","Clorazepate dipotassium","BZD","",NA
860700,"Clorazepate","AAP","Cap","7.5mg","2012-04-16","","Clorazepate dipotassium","BZD","",NA
865397,"Apo-Alpraz","APX","Tab","0.25mg","2012-04-16","","Alprazolam","BZD","",NA
865400,"Apo-Alpraz","APX","Tab","0.5mg","2012-04-16","","Alprazolam","BZD","",NA
869317,"MORPHINE FORTE","ABB","inj Sol-1mL Pk","25mg/mL","2012-04-16","","Morphine sulfate","Opioid","",NA
869325,"Morphine Extra Forte Inj 50mg/mL USP","HOS","Inj Sol","50mg","2012-04-16","","Morphine sulfate","Opioid","",NA
885401,"PMS-HYDROmorphone","PMS","Tab","4mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
885428,"PMS-HYDROmorphone","PMS","Tab","8mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
885436,"PMS-HYDROmorphone","PMS","Tab","2mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
885444,"PMS-HYDROmorphone","PMS","Tab","1mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
888346,"Fentanyl Citrate","ABB","Inj-2mL Pk","50mcg/mL","2012-04-16","","Fentanyl citrate","Opioid","",NA
891797,"PMS-Diazepam","PMS","O/L","1mg/mL","2012-04-16","","Diazepam","BZD","",NA
1908170,"Alprazolam-0.5 Tab 0.5mg","PRD","Tab","0.5mg","2012-04-16","","Alprazolam","BZD","",NA
1908189,"Alprazolam-0.25 Tab 0.25mg","PRD","Tab","0.25mg","2012-04-16","","Alprazolam","BZD","",NA
1913239,"Nu-Alpraz","NXP","Tab","0.25mg","2012-04-16","","Alprazolam","BZD","",NA
1913247,"Nu-Alpraz","NXP","Tab","0.5mg","2012-04-16","","Alprazolam","BZD","",NA
1913484,"Teva-Alprazolam","TEV","Tab","0.25mg","2012-04-16","","Alprazolam","BZD","",NA
1913492,"Teva-Alprazolam","TEV","Tab","0.5mg","2012-04-16","","Alprazolam","BZD","",NA
1913506,"Mylan-Triazolam","MYL","Tab","0.25mg","2012-10-17","","Triazolam","BZD","",NA
1901869,"Opium & Belladonna","SDZ","Sup","","2012-04-16","","Opium (morphine) + Belladonna alkaloids (e.g., atropine, scopolamine)","Opioid/acticholinergic","",NA
1916386,"PMS-HYDROmorphone","PMS","Oral Sol","1mg/mL","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
1916394,"PMS-Hydromorphone Suppositoire 3mg","PMS","Rect Sup","3mg","2012-04-16","","Hydromorphone hydrochloride","Opioid","",NA
1916475,"Percocet","BQU","Tab","5mg & 325mg","2012-04-16","","Oxycodone hydrochloride + Acetaminophen","Opioid","",NA
1916491,"Percocet-Demi","BMS","Tab","2.5mg","2012-04-16","","Oxycodone hydrochloride + Acetaminophen","Opioid","",NA
1916548,"Endocet","BQU","Tab","5mg & 325mg","2012-04-16","","Oxycodone hydrochloride + Acetaminophen","Opioid","",NA
1916564,"Hycomine","BQU","O/L","5mg & 12.5mg & 10mg & 60mg","2012-07-30","","Hydrocodone bitartrate + Chlorpheniramine maleate + Phenylephrine hydrochloride + Pseudoephedrine hydrochloride","Opioid","",NA
1916580,"Hycodan","BQU","O/L","1mg/mL","2012-04-16","","Hydrocodone bitartrate + Homatropine methylbromide","Opioid","",NA
1916599,"Hycodan","DUP","Tab","5mg","2012-04-16","","Hydrocodone bitartrate + Homatropine methylbromide","Opioid","",NA
1916963,"Tussionex","FIS","Tab","5mg & 10mg","2012-04-16","","Hydrocodone polistirex + Chlorpheniramine polistirex","Opioid","",NA
1916971,"Tussionex","FIS","Susp","1mg/mL & 2mg/mL","2012-04-16","","Hydrocodone polistirex + Chlorpheniramine polistirex","Opioid","",NA
1922246,"ACETAMINOPHEN CAFFEINE & CODEINE (WAM)","RPR","Tab","8mg","2012-04-16","","Codeine phosphate","Opioid","",NA
1924516,"Dexedrine","PAL","Tab","5mg","2012-04-16","","Dextroamphetamine sulfate","Stimulant","",NA
1924559,"Dexedrine Spansules","PAL","SR Cap","10mg","2012-04-16","","Dextroamphetamine sulfate","Stimulant","",NA
1924567,"Dexedrine Spansules","PAL","SR Cap","15mg","2012-04-16","","Dextroamphetamine sulfate","Stimulant","",NA
1934740,"Robitussin Ac","PFI","O/L","100mg","2012-04-16","","Guaifenesin + Codeine phosphate","Opioid","",NA
1934767,"ROBAXACET-8","WHB","Tab","400mg & 325mg & 8mg","2012-04-16","","Methocarbamol + Acetaminophen + Codeine phosphate","Opioid","",NA
1934775,"ROBAXISAL C 1/8","WHB","","","2012-04-16","","Methocarbamol + Acetylsalicylic acid + Codeine phosphate","Opioid","",NA
1934783,"Robaxisal C-1/4","ROB","Tab","400mg & 325mg & 16.2mg","2012-04-16","","Methocarbamol + Acetylsalicylic acid + Codeine phosphate","Opioid","",NA
1934791,"Robaxisal C-1/2","WHH","Tab","400mg & 325mg & 32.4mg","2012-04-16","","Methocarbamol + Acetylsalicylic acid + Codeine phosphate","Opioid","",NA
1938363,"SINUTAB WITH CODEINE","WLA","","","2012-04-16","","Codeine phosphate","Opioid","",NA
1941895,"Methoxisal-C 1/8","ROG","Tab","8mg","2012-04-16","","Methocarbamol + Acetylsalicylic acid + Codeine phosphate","Opioid","",NA
1949047,"MORPHINE EPD","ABB","INJ AMP-2ML PK","0.5MG/ML","2012-04-16","","Morphine sulfate","Opioid","",NA
